"priority","traceability_status","http_status","affected_row_count","domain","source_orgs","sample_source_title","sample_ids","url","final_url","error","manual_result","manual_access_time","reviewer","evidence_note","recommended_action"
"P1","blocked_or_forbidden","403","2","www.osha.gov","OSHA","OSHA Hazard Communication Standard - GHS Labeling","KB-PHASE4-0613;KB-PHASE4-0701","https://www.osha.gov/hazcom/faq","https://www.osha.gov/hazcom/faq","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration (OSHA)","Machine Guarding - General Requirements","KB-RECO-0160;KB-RECO-0172","https://www.osha.gov/etools/machine-guarding/introduction/general-requirements","https://www.osha.gov/etools/machine-guarding/introduction/general-requirements","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","OSHA (Occupational Safety and Health Administration)","Personal Protective Equipment - Chemical and Liquid-Resistant Gloves","KB-RECO-0422;KB-RECO-0423","https://www.osha.gov/training/library/personal-protective-equipment/assessment","https://www.osha.gov/training/library/personal-protective-equipment/assessment","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration (OSHA)","OSHA Lockout/Tagout eTool - Energy Sources","KB-RECO-0151;KB-RECO-0171","https://www.osha.gov/etools/lockout-tagout","https://www.osha.gov/etools/lockout-tagout","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration (OSHA)","Electrical Incidents - Ground-Fault Circuit Interrupters","KB-RECO-0142;KB-RECO-0144","https://www.osha.gov/etools/construction/electrical-incidents/ground-fault-circuit-interrupters","https://www.osha.gov/etools/construction/electrical-incidents/ground-fault-circuit-interrupters","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","U.S. Occupational Safety and Health Administration;U.S. Occupational Safety and Health Administration (OSHA)","Formaldehyde - Safety and Health Topics","KB-PHASE4-0059;KB-CHEM2-0019","https://www.osha.gov/formaldehyde","https://www.osha.gov/formaldehyde","","","","","",""
"P1","network_error","","1","openstd.samr.gov.cn","国家市场监督管理总局/国家标准委","GB 15258-2009 化学品安全标签编写规定","KB-1019","https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=9C6A99E26AE0CA7E47B4BC9E8DF01F84","","ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))","","","","",""
"P1","network_error","","1","openstd.samr.gov.cn","国家标准全文公开系统","GB/T 27476.1-2014 检测实验室安全 第1部分：总则","KB-PHASE4-0794","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=6C80C3CF343258529DA8841981A036D1","","ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))","","","","",""
"P1","network_error","","1","openstd.samr.gov.cn","国家标准全文公开系统","GB/T 27476.5-2014 检测实验室安全 第5部分：化学因素","KB-PHASE4-0795","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=8BFEEBBE490CBAC79543F0DAD96F2E2E","","ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent 7800/7900 ICP-MS Site Preparation Checklist","KB-PHASE4-0449","https://www.agilent.com/cs/library/sitepreparationchecklists/7800_7900_ICP-MS_Site_Preparation_Checklist_Rev.B.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent 8890 GC Site Preparation Checklist - Hydrogen Safety","KB-RECO-0001","https://www.agilent.com/cs/library/sitepreparationchecklists/Agilent%208890%20GC%20Site%20Preparation%20Checklist.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","HPLC Fundamentals and FAQs - Agilent","KB-PHASE4-0437","https://www.agilent.com/en/product/liquid-chromatography/hplc-systems","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent Atomic Spectroscopy Safety Information - General Electrical Safety","KB-RECO-0029","https://www.agilent.com/cs/library/usermanuals/public/5971-6636_Atomic_Safety_Info_EN.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Intuvo 9000 Gas Chromatograph Operation Manual - Before operating your GC","KB-RECO-0002","https://www.agilent.com/cs/library/usermanuals/public/9000_Operation.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent 1260 Infinity II Preparative Fraction Collector User Manual","KB-PHASE4-0478","https://www.agilent.com/cs/library/usermanuals/public/G1364E-User.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent 7890B GC Maintaining Guide","KB-PHASE4-0433","https://www.agilent.com/cs/library/usermanuals/public/G3430-90052%207890B_Maintaining%20Guide.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent User Guide - Converting EI GCMS Instruments to Hydrogen","KB-PHASE4-0477","https://www.agilent.com/cs/library/usermanuals/public/user-guide-coverting-ei-gcms-instruments-5994-2312en-agilent.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent AAS Resource Hub - Safe Storage Solutions","KB-PHASE4-0476","https://www.agilent.com/en/product/atomic-spectroscopy/atomic-absorption/aas-resource-hub","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Deuterium Lamps for Atomic Absorption and UV Detectors - Agilent","KB-PHASE4-0446","https://www.agilent.com/en/product/atomic-spectroscopy/atomic-absorption/atomic-absorption-background-correction-lamps/deuterium-lamps","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Getting your HPLC Back up and running flyer - Agilent","KB-PHASE4-0445","https://www.agilent.com/cs/library/brochures/Getting_your_HPLC_Back_up_and_running_flyer.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Eliminating the Fear Factor - GC Detector Design and Troubleshooting","KB-PHASE4-0427","https://www.agilent.com/cs/library/eseminars/public/gc-detector-design-troubleshooting-flame-ionization-fid-theory-basics-gas-flows-july212020.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent AAS Hollow Cathode Lamps Safety","KB-PHASE4-0486","https://www.agilent.com/en/product/atomic-spectroscopy/atomic-absorption/atomic-absorption-hollow-cathode-lamps","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent ICP-MS Interface Cones FAQs","KB-PHASE4-0475","https://www.agilent.com/en/product/atomic-spectroscopy/inductively-coupled-plasma-mass-spectrometry-icp-ms/icp-ms-instrument-accessory-supplies/tools-manuals-for-icp-ms","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent 8890/8850 Gas Chromatograph Operation Manual","KB-PHASE4-0423","https://www.agilent.com/cs/library/usermanuals/public/usermanual-gc-operation-8890-g3540-90014-en-agilent.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","HPLC Supplies and Accessories - Agilent","KB-PHASE4-0440","https://www.agilent.com/en/product/liquid-chromatography/hplc-supplies-accessories","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent 1290 Infinity II Preparative LC/MSD System","KB-PHASE4-0442","https://www.agilent.com/en/product/liquid-chromatography/hplc-systems/preparative-hplc-systems/1290-infinity-ii-preparative-lc-msd-system","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent G9214AA RapidFire 360 User Guide","KB-PHASE4-0537","https://www.agilent.com/library/usermanuals/Public/G9214-90000_RapidFire360_User_RevD.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent InfinityLab Stay Safe Caps and Accessories","KB-PHASE4-0436","https://www.agilent.com/en/product/liquid-chromatography/hplc-supplies-accessories/solvent-management-for-hplc/stay-safe-caps-accessories-for-hplc","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent LC/MS Safety Resources","KB-EQUIP2-0026","https://www.agilent.com/en/product/liquid-chromatography/mass-spectrometry-lc-ms","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent InfinityLab LC/MSD Series Safety","KB-PHASE4-0474","https://www.agilent.com/en/product/liquid-chromatography/mass-spectrometry-lc-ms/infinitylab-lc-msd-series","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent 7800 ICP-MS - HMI Technology","KB-PHASE4-0489","https://www.agilent.com/en/product/atomic-spectroscopy/inductively-coupled-plasma-mass-spectrometry-icp-ms/icp-ms-instruments/7800-icp-ms","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","1","www.agilent.com","Agilent Technologies","Agilent HPLC PDA Detector Safety","KB-PHASE4-0492","https://www.agilent.com/en/product/liquid-chromatography/hplc-detectors","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","NIH / NIOSH","NIH Safe Nanomaterials Handling; NIOSH Nanotechnology Guidelines","KB-GAP-8019","https://www.cdc.gov/niosh/topics/nanotech/","https://www.cdc.gov/niosh/topics/nanotech/","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC / OSHA","CDC Bloodborne Pathogens Exposure Management; OSHA 29 CFR 1910.1030 Bloodborne Pathogens Standard","KB-GAP-8031","https://www.cdc.gov/niosh/topics/bbp/","https://www.cdc.gov/niosh/topics/bbp/","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Organic Solvent Neurotoxicity - Current Intelligence Bulletin 48","KB-PHASE4-0214","https://www.cdc.gov/niosh/docs/87-104/default.html","https://www.cdc.gov/niosh/docs/87-104/default.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Controlling Cleaning-Solvent Vapors at Small Printers","KB-PHASE4-0221","https://www.cdc.gov/niosh/docs/hazardcontrol/hc24.html","https://www.cdc.gov/niosh/docs/hazardcontrol/hc24.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC (Centers for Disease Control and Prevention)","Recognize the four Biosafety Levels","KB-RECO-0412","https://www.cdc.gov/training/quicklearns/biosafety/","https://www.cdc.gov/training/quicklearns/biosafety/","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Fentanyl: Emergency Responders at Risk | NIOSH","KB-PHASE4-0267","https://www.cdc.gov/niosh/topics/fentanyl/risk.html","https://www.cdc.gov/niosh/topics/fentanyl/risk.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention","Workbook for Designing, Implementing, and Evaluating a Sharps Injury Prevention Program","KB-PHASE4-0736","https://www.cdc.gov/sharpssafety/resources.html","https://www.cdc.gov/sharpssafety/resources.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC","CDC ECHO Biosafety","WEB82-020-001","https://www.cdc.gov/safe-labs/php/echo-biosafety/index.html","https://www.cdc.gov/safe-labs/php/echo-biosafety/index.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC","CDC Biosafety Town Hall","WEB82-019-001","https://www.cdc.gov/safe-labs/php/biosafety-town-hall/index.html","https://www.cdc.gov/safe-labs/php/biosafety-town-hall/index.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","Hydrogen Peroxide | NIOSH | CDC","KB-PHASE4-0291","https://www.cdc.gov/niosh/topics/hydrogen-peroxide/default.html","https://www.cdc.gov/niosh/topics/hydrogen-peroxide/default.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC","CDC Biorisk Management","WEB82-018-001","https://www.cdc.gov/safe-labs/php/biorisk-management/index.html","https://www.cdc.gov/safe-labs/php/biorisk-management/index.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC","CDC Biological Risk Assessment","WEB82-017-001","https://www.cdc.gov/safe-labs/php/biological-risk-assessment/index.html","https://www.cdc.gov/safe-labs/php/biological-risk-assessment/index.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC","CDC Safe Labs About","WEB82-016-001","https://www.cdc.gov/safe-labs/php/about/index.html","https://www.cdc.gov/safe-labs/php/about/index.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","Sulfuric Acid | NIOSH | CDC","KB-PHASE4-0289","https://www.cdc.gov/niosh/topics/sulfuric-acid/default.html","https://www.cdc.gov/niosh/topics/sulfuric-acid/default.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Controlling Formaldehyde Exposures During Embalming","KB-PHASE4-0240","https://www.cdc.gov/niosh/docs/hazardcontrol/hc26.html","https://www.cdc.gov/niosh/docs/hazardcontrol/hc26.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC","CDC ECHO Biosafety 2023","WEB82-021-001","https://www.cdc.gov/safe-labs/php/echo-biosafety-2023/index.html","https://www.cdc.gov/safe-labs/php/echo-biosafety-2023/index.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","How CDC Prepares for Chemical Terrorism","KB-PHASE4-0225","https://www.cdc.gov/chemical-threats-and-toxins-laboratory/php/story/chemical-terrorism-preparation.html","https://www.cdc.gov/chemical-threats-and-toxins-laboratory/php/story/chemical-terrorism-preparation.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","NIOSH/CDC","School Chemistry Laboratory Safety Guide","WEBX-027-001","https://www.cdc.gov/niosh/docs/2007-107/default.html","https://www.cdc.gov/niosh/docs/2007-107/default.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Optimizing Epidemiology-Laboratory Collaborations | CDC","KB-PHASE4-0265","https://www.cdc.gov/eis/field-epi-manual/chapters/Epi-lab-Collaboration.html","https://www.cdc.gov/eis/field-epi-manual/chapters/Epi-lab-Collaboration.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC","CDC Laboratory Systems About","WEB82-022-001","https://www.cdc.gov/laboratory-systems/php/about/index.html","https://www.cdc.gov/laboratory-systems/php/about/index.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","About Chemical Threats and Toxins Laboratory","KB-PHASE4-0226","https://www.cdc.gov/chemical-threats-and-toxins-laboratory/about/index.html","https://www.cdc.gov/chemical-threats-and-toxins-laboratory/about/index.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC (Centers for Disease Control and Prevention)","Guidelines for Laboratory Biosafety: Handling and Processing Specimens","KB-RECO-0381","https://www.cdc.gov/bird-flu/php/severe-potential/guidelines-for-laboratory-biosafety.html","https://www.cdc.gov/bird-flu/php/severe-potential/guidelines-for-laboratory-biosafety.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC","CDC Labs Home","WEB82-023-001","https://www.cdc.gov/labs/index.html","https://www.cdc.gov/labs/index.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC","Formaldehyde Exposures in a Gross Anatomy Laboratory -- Colorado | CDC","KB-PHASE4-0282","https://www.cdc.gov/mmWR/preview/mmwrhtml/00001222.htm","https://www.cdc.gov/mmWR/preview/mmwrhtml/00001222.htm","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","NIOSH Recommendations for Occupational Safety and Health Standards 1988","KB-PHASE4-0263","https://www.cdc.gov/mmwr/preview/mmwrhtml/00001761.htm","https://www.cdc.gov/mmwr/preview/mmwrhtml/00001761.htm","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","NIOH and NIOSH Basis for an Occupational Health Standard: Acrylamide","KB-PHASE4-0215","https://www.cdc.gov/mmwr/preview/mmwrhtml/00016258.htm","https://www.cdc.gov/mmwr/preview/mmwrhtml/00016258.htm","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Occupational Exposure to Carbon Nanotubes and Nanofibers - CIB 65","KB-PHASE4-0217","https://www.cdc.gov/niosh/docs/2013-145/default.html","https://www.cdc.gov/niosh/docs/2013-145/default.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","NEG and NIOSH Basis for an Occupational Health Standard: Ethyl Ether","KB-PHASE4-0251","https://www.cdc.gov/mmwr/preview/mmwrhtml/00026209.htm","https://www.cdc.gov/mmwr/preview/mmwrhtml/00026209.htm","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Reports of Worker Fatalities during Manual Tank Gauging - NIOSH","KB-PHASE4-0242","https://www.cdc.gov/niosh/bulletin/2015/tank-gauging.html","https://www.cdc.gov/niosh/bulletin/2015/tank-gauging.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Understanding Noise Exposure Limits: Occupational vs. General Environmental Noise","KB-PHASE4-0224","https://www.cdc.gov/niosh/bulletin/2016/noise.html","https://www.cdc.gov/niosh/bulletin/2016/noise.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Emergency Decision-making Underground Coal Mine Escape","KB-PHASE4-0235","https://www.cdc.gov/niosh/docs/mining/works/coversheet2222.html","https://www.cdc.gov/niosh/docs/mining/works/coversheet2222.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","Mercury compounds - IDLH | NIOSH","KB-PHASE4-0295","https://www.cdc.gov/niosh/idlh/7439976.html","https://www.cdc.gov/niosh/idlh/7439976.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Protecting Firefighters from Contaminated Gear","KB-PHASE4-0222","https://www.cdc.gov/niosh/bulletin/2026/contaminated-ff-gear.html","https://www.cdc.gov/niosh/bulletin/2026/contaminated-ff-gear.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","NIOSH Chemical Safety in the Workplace","KB-PHASE4-0259","https://www.cdc.gov/niosh/chemicals/","https://www.cdc.gov/niosh/chemicals/","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","NIOSH Docket 295: Occupational Exposures to Peracetic Acid","KB-PHASE4-0219","https://www.cdc.gov/niosh/docket/archive/docket295.html","https://www.cdc.gov/niosh/docket/archive/docket295.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention","Laboratory Biosafety for Handling and Processing Monkeypox Specimens","KB-PHASE4-0738","https://www.cdc.gov/monkeypox/php/laboratories/biosafety.html","https://www.cdc.gov/monkeypox/php/laboratories/biosafety.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","1988 OSHA PEL Project - Sodium Hydroxide | NIOSH","KB-PHASE4-0290","https://www.cdc.gov/niosh/pel88/1310-73.html","https://www.cdc.gov/niosh/pel88/1310-73.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Methyl Alcohol - IDLH Documentation","KB-PHASE4-0248","https://www.cdc.gov/niosh/idlh/67561.html","https://www.cdc.gov/niosh/idlh/67561.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Vinyl chloride","KB-PHASE4-0325","https://www.cdc.gov/niosh/npg/npgd0658.html","https://www.cdc.gov/niosh/npg/npgd0658.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide to Chemical Hazards - Hydrogen cyanide","KB-PHASE4-0287","https://www.cdc.gov/niosh/npg/npgd0333.html","https://www.cdc.gov/niosh/npg/npgd0333.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","NIOSH Pocket Guide to Chemical Hazards","KB-PHASE4-0270","https://www.cdc.gov/niosh/npg/default.html","https://www.cdc.gov/niosh/npg/default.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","First Aid Procedures for Chemical Hazards | NIOSH","KB-PHASE4-0227","https://www.cdc.gov/niosh/npg/firstaid.html","https://www.cdc.gov/niosh/npg/firstaid.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Appendix A - NIOSH Potential Occupational Carcinogens","KB-PHASE4-0272","https://www.cdc.gov/niosh/npg/nengapdxa.html","https://www.cdc.gov/niosh/npg/nengapdxa.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Asbestos - OSHA Standards and NIOSH Recommendations","KB-PHASE4-0268","https://www.cdc.gov/niosh/npg/nengapdxc.html","https://www.cdc.gov/niosh/npg/nengapdxc.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Phosphine: Lung Damaging Agent | NIOSH Emergency Response Card","KB-PHASE4-0231","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750035.html","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750035.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide to Chemical Hazards - 碘(Iodine)","KB-CHEM2-0035","https://www.cdc.gov/niosh/npg/npgd0322.html","https://www.cdc.gov/niosh/npg/npgd0322.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Ammonia Solution, Ammonia, Anhydrous | NIOSH Emergency Response Card","KB-PHASE4-0234","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750013.html","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750013.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","Mercury (Elemental): Lung Damaging Agent | NIOSH","KB-PHASE4-0294","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750021.html","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750021.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Ethylene Glycol: Systemic Agent | NIOSH Emergency Response Card","KB-PHASE4-0230","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750031.html","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750031.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide to Chemical Hazards - Acrylamide","KB-PHASE4-0292","https://www.cdc.gov/niosh/npg/npgd0012.html","https://www.cdc.gov/niosh/npg/npgd0012.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Ammonia","KB-PHASE4-0343","https://www.cdc.gov/niosh/npg/npgd0028.html","https://www.cdc.gov/niosh/npg/npgd0028.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Argon","KB-PHASE4-0346","https://www.cdc.gov/niosh/npg/npgd0030.html","https://www.cdc.gov/niosh/npg/npgd0030.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Arsenic","KB-PHASE4-0323","https://www.cdc.gov/niosh/npg/npgd0038.html","https://www.cdc.gov/niosh/npg/npgd0038.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide to Chemical Hazards - Benzene","KB-PHASE4-0279","https://www.cdc.gov/niosh/npg/npgd0049.html","https://www.cdc.gov/niosh/npg/npgd0049.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Cadmium","KB-PHASE4-0322","https://www.cdc.gov/niosh/npg/npgd0087.html","https://www.cdc.gov/niosh/npg/npgd0087.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Carbon Tetrachloride","KB-PHASE4-0316","https://www.cdc.gov/niosh/npg/npgd0103.html","https://www.cdc.gov/niosh/npg/npgd0103.html","","","","","",""
