"priority","traceability_status","http_status","affected_row_count","domain","source_orgs","sample_source_title","sample_ids","url","final_url","error","manual_result","manual_access_time","reviewer","evidence_note","recommended_action"
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Laboratory Safety - Labeling and Transfer of Chemicals (OSHA QuickFacts)","KB-PHASE4-0045","https://www.osha.gov/sites/default/files/publications/OSHAquickfacts-lab-safety-labeling-chemical-transfer.pdf","https://www.osha.gov/sites/default/files/publications/OSHAquickfacts-lab-safety-labeling-chemical-transfer.pdf","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Chemical Hazards and Toxic Substances - Controlling Exposure","KB-PHASE4-0072","https://www.osha.gov/chemical-hazards/controlling-exposure","https://www.osha.gov/chemical-hazards/controlling-exposure","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","OSHA","OSHA On-site Consultation Program","KB-PHASE4-0714","https://www.osha.gov/consultation","https://www.osha.gov/consultation","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration","OSHA Chemical Sampling Information - 硝酸(Nitric Acid)","KB-CHEM2-0003","https://www.osha.gov/chemicaldata/386","https://www.osha.gov/chemicaldata/386","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","Occupational Safety and Health Administration (OSHA)","Process Safety Management - Mechanical Integrity","KB-RECO-0164","https://www.osha.gov/enforcement/directives/cpl-02-02-045","https://www.osha.gov/enforcement/directives/cpl-02-02-045","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","1910.119 - Process safety management of highly hazardous chemicals","KB-PHASE4-0014","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.119","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.119","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","PSM of Highly Hazardous Chemicals Fact Sheet","KB-PHASE4-0050","https://www.osha.gov/sites/default/files/publications/highly-hazardous-chemicals-factsheet.pdf","https://www.osha.gov/sites/default/files/publications/highly-hazardous-chemicals-factsheet.pdf","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","OSHA","1910.1048 - Occupational exposure to formaldehyde","KB-RECO-0365","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1048","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1048","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","1910.1000 - Air contaminants","KB-PHASE4-0009","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1000","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1000","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","Occupational Safety and Health Administration","29 CFR 1904 - Recording and Reporting Occupational Injuries and Illnesses","KB-PHASE4-0806","https://www.osha.gov/laws-regs/regulations/standardnumber/1904/1904.39","https://www.osha.gov/laws-regs/regulations/standardnumber/1904/1904.39","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Lowering Miners' Exposure to Respirable Crystalline Silica Proposed Rule","KB-PHASE4-0026","https://www.osha.gov/laws-regs/federalregister/2023-07-13","https://www.osha.gov/laws-regs/federalregister/2023-07-13","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Process Safety Management (PSM); Stakeholder Meeting Notice","KB-PHASE4-0071","https://www.osha.gov/laws-regs/federalregister/2022-08-30","https://www.osha.gov/laws-regs/federalregister/2022-08-30","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Advance Notice of Proposed Rule Making - Blood Lead Level for Medical Removal","KB-PHASE4-0022","https://www.osha.gov/laws-regs/federalregister/2022-06-28","https://www.osha.gov/laws-regs/federalregister/2022-06-28","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Diacetyl - Safety and Health Topics","KB-PHASE4-0062","https://www.osha.gov/diacetyl","https://www.osha.gov/diacetyl","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Occupational Exposure to 1,3-Butadiene Final Rule","KB-PHASE4-0024","https://www.osha.gov/laws-regs/federalregister/1996-11-04","https://www.osha.gov/laws-regs/federalregister/1996-11-04","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Occupational Exposure to 4,4' Methylenedianiline (MDA) Final Rule","KB-PHASE4-0025","https://www.osha.gov/laws-regs/federalregister/1992-08-10","https://www.osha.gov/laws-regs/federalregister/1992-08-10","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Laboratories - Overview","KB-PHASE4-0006","https://www.osha.gov/laboratories","https://www.osha.gov/laboratories","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Isocyanates - Safety and Health Topics","KB-PHASE4-0061","https://www.osha.gov/isocyanates","https://www.osha.gov/isocyanates","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Hydrogen Sulfide - Safety and Health Topics","KB-PHASE4-0057","https://www.osha.gov/hydrogen-sulfide","https://www.osha.gov/hydrogen-sulfide","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Occupational Exposure to Methylene Chloride Final Rule","KB-PHASE4-0023","https://www.osha.gov/laws-regs/federalregister/1997-01-10","https://www.osha.gov/laws-regs/federalregister/1997-01-10","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Guidance for Hazard Determination","KB-PHASE4-0033","https://www.osha.gov/hazcom/ghd053107","https://www.osha.gov/hazcom/ghd053107","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","PSM Covered Chemical Facilities National Emphasis Program (CPL 03-00-021)","KB-PHASE4-0054","https://www.osha.gov/enforcement/directives/cpl-03-00-021","https://www.osha.gov/enforcement/directives/cpl-03-00-021","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Ethylene Oxide - Safety and Health Topics","KB-PHASE4-0060","https://www.osha.gov/ethylene-oxide","https://www.osha.gov/ethylene-oxide","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","eTools : Ammonia Refrigeration","KB-PHASE4-0017","https://www.osha.gov/etools/ammonia-refrigeration","https://www.osha.gov/etools/ammonia-refrigeration","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Hexavalent Chromium - Safety and Health Topics","KB-PHASE4-0058","https://www.osha.gov/hexavalent-chromium","https://www.osha.gov/hexavalent-chromium","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Ammonia Refrigeration - Emergency Response","KB-PHASE4-0018","https://www.osha.gov/etools/ammonia-refrigeration/emergency-response","https://www.osha.gov/etools/ammonia-refrigeration/emergency-response","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Laboratory Safety - Chemical Fume Hoods (OSHA QuickFacts 3407)","KB-PHASE4-0044","https://www.osha.gov/sites/default/files/publications/OSHAquickfacts-lab-safety-chemical-fume-hoods.pdf","https://www.osha.gov/sites/default/files/publications/OSHAquickfacts-lab-safety-chemical-fume-hoods.pdf","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Ammonia Refrigeration - Receiving and Storage","KB-PHASE4-0048","https://www.osha.gov/etools/ammonia-refrigeration/receiving-storage","https://www.osha.gov/etools/ammonia-refrigeration/receiving-storage","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","Occupational Safety and Health Administration (OSHA)","Electrical - Green Job Hazards","KB-RECO-0143","https://www.osha.gov/green-jobs/solar/electrical","https://www.osha.gov/green-jobs/solar/electrical","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Green Job Hazards - Biofuels: Chemical Reactivity Hazards","KB-PHASE4-0032","https://www.osha.gov/green-jobs/biofuels/chemical","https://www.osha.gov/green-jobs/biofuels/chemical","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","Occupational Safety and Health Administration (OSHA)","OSHA Electrical Safety eTool - First Aid","KB-RECO-0185","https://www.osha.gov/etools/construction/electrical-incidents","https://www.osha.gov/etools/construction/electrical-incidents","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Ammonia Refrigeration - General Safety","KB-PHASE4-0047","https://www.osha.gov/etools/ammonia-refrigeration/general-safety","https://www.osha.gov/etools/ammonia-refrigeration/general-safety","","","","","",""
"P2","network_error","200","6","www.cernet.edu.cn","中国教育和科研计算机网;教育部/北京大学医学部","高等学校实验室安全规范（教育部）","WEB-010-001;WEB-010-002;WEB-010-003;WEB-010-004;WEB-010-005","https://www.cernet.edu.cn/ke_yan_yu_fa_zhan/gai_kuang/xin_wen_gong_gao/202302/t20230221_2301697.shtml","https://www.cernet.edu.cn/ke_yan_yu_fa_zhan/gai_kuang/xin_wen_gong_gao/202302/t20230221_2301697.shtml","ConnectionError: HTTPSConnectionPool(host='www.cernet.edu.cn', port=443): Read timed out.","","","","",""
"P2","blocked_or_forbidden","403","4","manualmachine.com","PerkinElmer","PerkinElmer TGA 4000 Safety Precautions","KB-PHASE4-0538;KB-PHASE4-0539;KB-PHASE4-0540;KB-PHASE4-0545","https://manualmachine.com/perkinelmer/tga4000/2520538-user-manual/","https://manualmachine.com/perkinelmer/tga4000/2520538-user-manual/","","","","","",""
"P2","blocked_or_forbidden","403","4","www.metrohm.com","Metrohm AG","Metrohm Ion Chromatography Safety - Eluent Handling","KB-RECO-0069;KB-RECO-0070;KB-RECO-0071;KB-RECO-0072","https://www.metrohm.com/en/products/ion-chromatography/usp-monographs-using-ion-chromatography.html","https://www.metrohm.com/en/products/ion-chromatography/usp-monographs-using-ion-chromatography.html","","","","","",""
"P2","network_error","","3","makesafetyeasy.com","OSHA/NFPA;OSHA/NFPA参考","Chemical Storage Safety Guide","KB-PHASE4-0309;KB-PHASE4-0347;KB-PHASE4-0348","https://makesafetyeasy.com/blog/chemical-storage-safety-guide","","ReadTimeout: HTTPSConnectionPool(host='makesafetyeasy.com', port=443): Read timed out. (read timeout=15)","","","","",""
"P2","blocked_or_forbidden","403","3","www.tainstruments.com","TA Instruments","TA Instruments DSC Temperature Range -180°C to 550°C Safety","KB-RECO-0062;KB-RECO-0063;KB-RECO-0064","https://www.tainstruments.com/applications/pharmaceuticals/","https://www.tainstruments.com/applications/pharmaceuticals/","","","","","",""
"P2","blocked_or_forbidden","403","2","pubs.acs.org","American Chemical Society","ACS Committee on Chemical Safety - Hazard Assessment","KB-RECO-0249;KB-RECO-0251","https://pubs.acs.org/doi/10.1021/acs.jchemed.5b00511","https://pubs.acs.org/doi/10.1021/acs.jchemed.5b00511","","","","","",""
"P2","blocked_or_forbidden","403","2","www.mdpi.com","MDPI Journal;MDPI Journal / ACGIH","Worker Safety in High-Field NMR Spectroscopy Laboratories","KB-PHASE4-0503;KB-PHASE4-0512","https://www.mdpi.com/2076-3298/12/4/113","https://www.mdpi.com/2076-3298/12/4/113","","","","","",""
"P2","blocked_or_forbidden","403","2","www.metrohm.com","Metrohm","930 Compact IC Flex Manual","KB-PHASE4-0558;KB-PHASE4-0559","https://www.metrohm.com/content/dam/metrohm/shared/documents/manuals/89/89308001EN.pdf","https://www.metrohm.com/content/dam/metrohm/shared/documents/manuals/89/89308001EN.pdf","","","","","",""
"P2","blocked_or_forbidden","403","2","www.safety.admin.cam.ac.uk","University of Cambridge Safety Office","Electromagnetic Fields Safety Guidelines","KB-PHASE4-0494;KB-PHASE4-0506","https://www.safety.admin.cam.ac.uk/subjects/radiation/non-ionising-radiation/electromagnetic-fields","https://www.safety.admin.cam.ac.uk/subjects/radiation/non-ionising-radiation/electromagnetic-fields","","","","","",""
"P2","blocked_or_forbidden","403","2","www.tainstruments.com","TA Instruments","TA Instruments - Battery Thermal Stability and Off-Gas Analysis","KB-PHASE4-0541;KB-PHASE4-0544","https://www.tainstruments.com/how-to-enhance-battery-safety-by-evaluating-materials-thermal-stability-blog/","https://www.tainstruments.com/how-to-enhance-battery-safety-by-evaluating-materials-thermal-stability-blog/","","","","","",""
"P2","blocked_or_forbidden","403","2","www.tainstruments.com","TA Instruments","TA Instruments DSC Application Note - High Pressure Crucible Safety","KB-RECO-0059;KB-RECO-0060","https://www.tainstruments.com/precision-testing-for-energetic-materials-and-propellants-how-ta-instruments-powers-safety-stability-and-performance-blog/","https://www.tainstruments.com/precision-testing-for-energetic-materials-and-propellants-how-ta-instruments-powers-safety-stability-and-performance-blog/","","","","","",""
"P2","blocked_or_forbidden","403","2","www.tainstruments.com","TA Instruments","Safety Evaluation of Li-ion Battery Materials Using DSC","KB-PHASE4-0542;KB-PHASE4-0543","https://www.tainstruments.com/applications-notes/safety-evaluation-of-lithium-ion-battery-cathode-and-anode-materials-using-differential-scanning-calorimetry/","https://www.tainstruments.com/applications-notes/safety-evaluation-of-lithium-ion-battery-cathode-and-anode-materials-using-differential-scanning-calorimetry/","","","","","",""
"P2","blocked_or_forbidden","403","2","www.waters.com","Waters Corporation","Waters HPLC Purification Solvent Management","KB-PHASE4-0441;KB-PHASE4-0473","https://www.waters.com/nextgen/us/en/products/chromatography/chromatography-pumps-components-and-Accessories/purification-solvent-management.html","https://www.waters.com/nextgen/us/en/products/chromatography/chromatography-pumps-components-and-Accessories/purification-solvent-management.html","","","","","",""
"P2","blocked_or_forbidden","403","1","coactionspecialty.safetynow.com","Cornell Law School (29 CFR Reference)","Chemical Compatibility Storage Guidelines","KB-PHASE4-0372","https://coactionspecialty.safetynow.com/chemical-compatibility-storage-guidelines-quick-tips/","https://coactionspecialty.safetynow.com/chemical-compatibility-storage-guidelines-quick-tips/","","","","","",""
"P2","blocked_or_forbidden","403","1","dehs.umn.edu","University of Minnesota DEHS","Biological Safety Cabinets","WEBX-048-001","https://dehs.umn.edu/biological-safety-cabinets","https://dehs.umn.edu/biological-safety-cabinets","","","","","",""
"P2","blocked_or_forbidden","403","1","ehs.princeton.edu","Princeton Environmental Health and Safety","Princeton Chemical Waste Management","EXT-PRINCETON-CHEM-WASTE-001-cfd17551d3","https://ehs.princeton.edu/laboratory-research/chemical-waste-management","https://ehs.princeton.edu/laboratory-research/chemical-waste-management","","","","","",""
"P2","blocked_or_forbidden","429","1","ir.bruker.com","Bruker Corporation","Bruker Advances Magnet Technology for Broader Adoption of NMR","KB-PHASE4-0504","https://ir.bruker.com/press-releases/press-release-details/2024/Bruker-Advances-Magnet-Technology-for-Broader-Adoption-of-NMR-in-Academic-and-Biopharma-Research-and-Process-Analytical-Technologies/default.aspx","https://ir.bruker.com/press-releases/press-release-details/2024/Bruker-Advances-Magnet-Technology-for-Broader-Adoption-of-NMR-in-Academic-and-Biopharma-Research-and-Process-Analytical-Technologies/default.aspx","","","","","",""
"P2","blocked_or_forbidden","403","1","pubs.acs.org","American Chemical Society (Journal of Chemical Health & Safety)","Safety Culture and Safety Compliance in Academic Laboratories","KB-RECO-0296","https://pubs.acs.org/doi/10.1016/j.jchas.2018.05.002","https://pubs.acs.org/doi/10.1016/j.jchas.2018.05.002","","","","","",""
"P2","blocked_or_forbidden","403","1","radiology.ucsf.edu","UCSF Radiology","Access Restriction - MRI Safety Guidelines","KB-PHASE4-0507","https://radiology.ucsf.edu/patient-care/patient-safety/mri-safety-guidelines/access-restriction","https://radiology.ucsf.edu/patient-care/patient-safety/mri-safety-guidelines/access-restriction","","","","","",""
"P2","blocked_or_forbidden","403","1","tools.thermofisher.com","Thermo Fisher Scientific","iCAP 6000 Series ICP-OES Pre-Installation Manual","KB-PHASE4-0457","https://tools.thermofisher.com/content/sfs/manuals/iCAP%206000%20Spectrometers%20Pre-Installation%20Manual%20v4%202.pdf","https://tools.thermofisher.com/content/sfs/manuals/iCAP%206000%20Spectrometers%20Pre-Installation%20Manual%20v4%202.pdf","","","","","",""
"P2","blocked_or_forbidden","403","1","webstore.ansi.org","American National Standards Institute","ANSI Z136.1-2014 American National Standard for Safe Use of Lasers","KB-PHASE4-0761","https://webstore.ansi.org/standards/lia/ansiz13612014","https://webstore.ansi.org/standards/lia/ansiz13612014","","","","","",""
"P2","blocked_or_forbidden","403","1","webstore.ansi.org","ANSI/AIHA","ANSI/AIHA Z9.5-2012 Laboratory Ventilation","KB-PHASE4-0803","https://webstore.ansi.org/standards/aiha/ansiz9.5","https://webstore.ansi.org/standards/aiha/ansiz9.5","","","","","",""
"P2","blocked_or_forbidden","403","1","www.beckman.com","Beckman Coulter","Beckman Coulter Optima X Ultracentrifuge Rotor Safety","KB-PHASE4-0564","https://www.beckman.com/landing/centrifuges/optima-x","https://www.beckman.com/landing/centrifuges/optima-x","","","","","",""
"P2","blocked_or_forbidden","401","1","www.bruker.com","Bruker Corporation","Bruker S6 JAGUAR WDXRF - Radiation Safety","KB-RECO-0043","https://www.bruker.com/en/news-and-events/newsletter/2021/first-newsletter-february-2021.html","https://my.bruker.com/acton/fs/blocks/showLandingPage/a/2655/p/p-02d5/t/page/fm/0","","","","","",""
"P2","network_error","200","1","www.edu.cn","教育部","高等学校实验室安全分级分类管理办法（试行）","KB-1035","https://www.edu.cn/ke_yan_yu_fa_zhan/gai_kuang/xin_wen_gong_gao/202404/t20240422_2600021.shtml","https://www.cernet.edu.cn/ke_yan_yu_fa_zhan/gai_kuang/xin_wen_gong_gao/202404/t20240422_2600021.shtml","ConnectionError: HTTPSConnectionPool(host='www.cernet.edu.cn', port=443): Read timed out.","","","","",""
"P2","blocked_or_forbidden","403","1","www.iaea.org","International Atomic Energy Agency (IAEA)","Radiation Safety Technical Services - IAEA","KB-RECO-0103","https://www.iaea.org/topics/workers/radiation-safety-technical-services","https://www.iaea.org/topics/workers/radiation-safety-technical-services","","","","","",""
"P2","blocked_or_forbidden","403","1","www.iaea.org","International Atomic Energy Agency","IAEA Radiation Protection and Safety of Radiation Sources: International Basic Safety Standards","KB-PHASE4-0814","https://www.iaea.org/publications/8930/radiation-protection-and-safety-of-radiation-sources-international-basic-safety-standards","https://www.iaea.org/publications/8930/radiation-protection-and-safety-of-radiation-sources-international-basic-safety-standards","","","","","",""
"P2","blocked_or_forbidden","403","1","www.iaea.org","International Atomic Energy Agency","IAEA Disposal of Radioactive Waste","KB-PHASE4-0815","https://www.iaea.org/topics/radioactive-waste","https://www.iaea.org/topics/radioactive-waste","ConnectionError: HTTPSConnectionPool(host='www.iaea.org', port=443): Read timed out.","","","","",""
"P2","blocked_or_forbidden","403","1","www.ika.com","IKA Works GmbH & Co. KG","RV 10 digital Safety Features","KB-RECO-0385","https://www.ika.com/en/Products-LabEq/Rotary-Evaporators-pg35/","https://www.ika.com/en/Products-LabEq/Rotary-Evaporators-pg35/","","","","","",""
"P2","blocked_or_forbidden","403","1","www.tainstruments.com","TA Instruments","TA Instruments TGA Battery Materials Application Note","KB-RECO-0057","https://www.tainstruments.com/applications-notes/thermal-degradation-and-evolved-gas-analysis-of-lithium-ion-battery-cathode-materials-at-different-states-of-charge-ta495/","https://www.tainstruments.com/applications-notes/thermal-degradation-and-evolved-gas-analysis-of-lithium-ion-battery-cathode-materials-at-different-states-of-charge-ta495/","","","","","",""
"P2","blocked_or_forbidden","403","1","www.tainstruments.com","TA Instruments","Thermogravimetry of Air Sensitive Materials","KB-PHASE4-0547","https://www.tainstruments.com/applications-notes/thermogravimetry-of-air-sensitive-materials/","https://www.tainstruments.com/applications-notes/thermogravimetry-of-air-sensitive-materials/","","","","","",""
"P2","blocked_or_forbidden","403","1","www.tainstruments.com","TA Instruments","TA Instruments TGA 550 - Glovebox Installation Safety","KB-RECO-0056","https://www.tainstruments.com/tga-550/","https://www.tainstruments.com/tga-550/","","","","","",""
"P2","blocked_or_forbidden","403","1","www.tainstruments.com","TA Instruments","TA Instruments DSC Battery Separator Application Note","KB-RECO-0061","https://www.tainstruments.com/applications-notes/battery-separator-film-development-impact-of-coating/","https://www.tainstruments.com/applications-notes/battery-separator-film-development-impact-of-coating/","","","","","",""
"P2","blocked_or_forbidden","403","1","www.waters.com","Waters Corporation","ACQUITY UPLC I-Class PLUS System Specifications - Waters","KB-PHASE4-0443","https://www.waters.com/nextgen/us/en/products/chromatography/chromatography-systems/acquity-uplc-i-class-plus-system.html","https://www.waters.com/nextgen/us/en/products/chromatography/chromatography-systems/acquity-uplc-i-class-plus-system.html","","","","","",""
